person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_income_ratio,residual_income_after_loan,employment_tenure_band,risk_level
23,40000,OWN,6.0,VENTURE,B,12000,11.14,0,0.3,N,3,0.3,28000,MID,LOW
22,20400,RENT,1.0,DEBTCONSOLIDATION,B,4750,11.49,0,0.23,N,2,0.2328,15650,NEW,MEDIUM
25,20400,RENT,3.0,VENTURE,C,4750,12.98,0,0.23,Y,4,0.2328,15650,EARLY,MEDIUM
24,40000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3400,7.4,0,0.09,N,3,0.085,36600,EARLY,LOW
22,21000,RENT,4.0,EDUCATION,D,4750,10.99,0,0.23,N,2,0.2262,16250,EARLY,LOW
25,24000,RENT,9.0,MEDICAL,B,4750,10.38,0,0.2,N,4,0.1979,19250,MID,LOW
24,24000,RENT,8.0,DEBTCONSOLIDATION,B,4750,10.62,0,0.2,N,3,0.1979,19250,MID,LOW
21,26400,RENT,5.0,PERSONAL,C,4750,12.23,0,0.18,N,3,0.1799,21650,MID,LOW
24,34000,MORTGAGE,3.0,PERSONAL,D,10000,15.31,1,0.29,Y,2,0.2941,24000,EARLY,HIGH
24,28800,RENT,0.0,EDUCATION,C,4750,10.99,0,0.16,Y,4,0.1649,24050,NEW,MEDIUM
22,40000,OWN,0.0,EDUCATION,B,6000,11.48,0,0.15,N,4,0.15,34000,NEW,LOW
24,40000,MORTGAGE,8.0,EDUCATION,D,3000,15.65,0,0.07,N,2,0.075,37000,MID,MEDIUM
23,40000,MORTGAGE,1.0,EDUCATION,B,4000,11.48,0,0.1,N,3,0.1,36000,NEW,LOW
22,13440,RENT,1.0,MEDICAL,B,4800,12.53,1,0.36,N,4,0.3571,8640,NEW,MEDIUM
21,15000,RENT,6.0,VENTURE,A,4800,8.49,1,0.32,N,3,0.32,10200,MID,LOW
24,15000,RENT,3.0,PERSONAL,E,4800,16.95,1,0.32,N,3,0.32,10200,EARLY,MEDIUM
21,15996,RENT,3.0,MEDICAL,D,4800,15.37,1,0.3,Y,3,0.3001,11196,EARLY,MEDIUM
22,19800,RENT,4.0,DEBTCONSOLIDATION,B,4800,10.99,1,0.24,N,2,0.2424,15000,EARLY,LOW
26,20000,RENT,0.0,DEBTCONSOLIDATION,A,4800,7.49,0,0.24,N,2,0.24,15200,NEW,MEDIUM
24,20000,RENT,5.0,MEDICAL,B,4800,11.14,0,0.24,N,4,0.24,15200,MID,LOW
24,40000,MORTGAGE,3.0,VENTURE,A,5000,8.59,0,0.13,N,3,0.125,35000,EARLY,LOW
22,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7000,9.32,0,0.17,N,3,0.175,33000,MID,LOW
23,20400,RENT,0.0,PERSONAL,A,4800,10.99,0,0.24,N,2,0.2353,15600,NEW,MEDIUM
26,40000,MORTGAGE,6.0,VENTURE,C,10750,12.84,0,0.27,Y,4,0.2688,29250,MID,MEDIUM
23,40000,MORTGAGE,7.0,EDUCATION,B,3500,12.21,0,0.09,N,3,0.0875,36500,MID,LOW
22,21000,RENT,5.0,MEDICAL,B,4800,10.75,0,0.23,N,3,0.2286,16200,MID,LOW
26,21000,RENT,0.0,VENTURE,A,4800,7.75,0,0.23,N,4,0.2286,16200,NEW,LOW
22,21600,RENT,0.0,MEDICAL,C,4800,13.49,0,0.22,N,3,0.2222,16800,NEW,LOW
21,22000,RENT,1.0,MEDICAL,A,4800,7.88,0,0.22,N,2,0.2182,17200,NEW,MEDIUM
26,40000,MORTGAGE,3.0,VENTURE,A,3250,8.0,0,0.08,N,4,0.0812,36750,EARLY,LOW
21,34000,OTHER,3.0,VENTURE,E,9600,15.68,1,0.28,Y,2,0.2824,24400,EARLY,HIGH
23,23136,RENT,4.0,EDUCATION,A,4800,6.17,0,0.21,N,2,0.2075,18336,EARLY,LOW
22,23448,RENT,4.0,DEBTCONSOLIDATION,B,4800,11.86,0,0.2,N,3,0.2047,18648,EARLY,LOW
22,40000,MORTGAGE,6.0,PERSONAL,C,10000,10.99,0,0.25,Y,3,0.25,30000,MID,MEDIUM
22,24000,RENT,6.0,EDUCATION,A,4800,7.49,0,0.2,N,2,0.2,19200,MID,LOW
26,24000,RENT,0.0,EDUCATION,A,4800,10.99,0,0.2,N,3,0.2,19200,NEW,LOW
22,24500,RENT,3.0,MEDICAL,B,4800,10.65,0,0.2,N,2,0.1959,19700,EARLY,LOW
25,26000,RENT,1.0,PERSONAL,B,4800,10.65,0,0.18,N,4,0.1846,21200,NEW,LOW
22,26004,RENT,5.0,MEDICAL,B,4800,10.99,0,0.18,N,4,0.1846,21204,MID,LOW
24,26085,RENT,2.0,EDUCATION,C,4800,13.35,0,0.18,Y,3,0.184,21285,EARLY,MEDIUM
23,26400,RENT,4.0,PERSONAL,A,4800,10.99,0,0.18,N,4,0.1818,21600,EARLY,LOW
21,27000,RENT,4.0,DEBTCONSOLIDATION,C,4800,13.49,0,0.18,N,4,0.1778,22200,EARLY,LOW
21,27000,RENT,1.0,EDUCATION,A,4800,7.51,0,0.18,N,2,0.1778,22200,NEW,MEDIUM
22,40000,MORTGAGE,1.0,PERSONAL,E,8000,16.0,0,0.2,Y,3,0.2,32000,NEW,HIGH
21,27700,RENT,5.0,PERSONAL,A,4800,6.62,0,0.17,N,4,0.1733,22900,MID,LOW
26,27880,RENT,1.0,MEDICAL,B,4800,9.25,0,0.17,N,4,0.1722,23080,NEW,LOW
22,29000,RENT,6.0,MEDICAL,C,4800,12.99,0,0.17,Y,4,0.1655,24200,MID,MEDIUM
25,34000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,3000,10.51,1,0.09,N,3,0.0882,31000,MID,LOW
22,29534,RENT,1.0,EDUCATION,B,4800,11.99,0,0.16,N,4,0.1625,24734,NEW,LOW
23,40000,MORTGAGE,1.0,VENTURE,B,1200,10.83,0,0.03,N,2,0.03,38800,NEW,MEDIUM
24,30000,RENT,5.0,EDUCATION,A,4800,6.99,0,0.16,N,4,0.16,25200,MID,LOW
23,30000,RENT,6.0,EDUCATION,A,4800,7.49,0,0.16,N,3,0.16,25200,MID,LOW
24,30000,RENT,8.0,VENTURE,B,4800,11.49,0,0.16,N,2,0.16,25200,MID,LOW
24,30000,RENT,0.0,EDUCATION,C,4800,13.35,0,0.16,N,3,0.16,25200,NEW,LOW
23,30000,RENT,0.0,EDUCATION,B,4800,10.99,0,0.16,N,4,0.16,25200,NEW,LOW
26,40000,MORTGAGE,10.0,VENTURE,B,5200,10.08,0,0.13,N,3,0.13,34800,LONG,LOW
25,30000,RENT,5.0,DEBTCONSOLIDATION,C,4800,11.22,0,0.16,Y,3,0.16,25200,MID,MEDIUM
24,40000,OWN,4.0,MEDICAL,A,1000,7.37,0,0.03,N,2,0.025,39000,EARLY,LOW
22,40000,MORTGAGE,5.0,MEDICAL,A,5000,7.68,0,0.13,N,4,0.125,35000,MID,LOW
22,31200,RENT,4.0,VENTURE,B,4800,10.37,0,0.15,N,4,0.1538,26400,EARLY,LOW
24,32000,RENT,6.0,MEDICAL,B,4800,10.59,0,0.15,N,2,0.15,27200,MID,LOW
22,32000,RENT,3.0,DEBTCONSOLIDATION,D,4800,16.49,1,0.15,Y,2,0.15,27200,EARLY,HIGH
22,32000,RENT,0.0,DEBTCONSOLIDATION,B,4800,11.11,0,0.15,N,4,0.15,27200,NEW,LOW
25,32000,RENT,0.0,EDUCATION,A,4800,7.14,0,0.15,N,3,0.15,27200,NEW,LOW
22,40000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,8000,9.76,0,0.2,N,4,0.2,32000,MID,LOW
22,32000,RENT,1.0,EDUCATION,C,4800,13.61,0,0.15,N,4,0.15,27200,NEW,LOW
23,32640,RENT,5.0,VENTURE,B,4800,11.99,0,0.15,N,2,0.1471,27840,MID,LOW
26,33000,RENT,6.0,EDUCATION,B,4800,12.69,0,0.15,N,4,0.1455,28200,MID,LOW
22,33000,RENT,3.0,MEDICAL,A,4800,7.49,0,0.15,N,4,0.1455,28200,EARLY,LOW
22,40000,MORTGAGE,1.0,EDUCATION,B,13025,10.14,0,0.33,N,3,0.3256,26975,NEW,LOW
26,40000,OWN,0.0,MEDICAL,B,15000,9.64,0,0.38,N,4,0.375,25000,NEW,MEDIUM
24,33000,RENT,4.0,MEDICAL,D,4800,14.91,1,0.15,Y,4,0.1455,28200,EARLY,MEDIUM
24,40000,OWN,6.0,MEDICAL,D,5000,11.86,0,0.13,N,4,0.125,35000,MID,LOW
23,34000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,2525,13.12,1,0.07,N,3,0.0743,31475,NEW,LOW
23,33000,RENT,5.0,DEBTCONSOLIDATION,D,4800,14.54,1,0.15,Y,3,0.1455,28200,MID,MEDIUM
25,34000,MORTGAGE,2.0,VENTURE,C,15450,11.22,1,0.45,N,4,0.4544,18550,EARLY,MEDIUM
24,33600,RENT,0.0,MEDICAL,B,4800,11.86,0,0.14,N,2,0.1429,28800,NEW,MEDIUM
26,35000,RENT,0.0,DEBTCONSOLIDATION,A,4800,8.9,0,0.14,N,2,0.1371,30200,NEW,MEDIUM
22,40058,MORTGAGE,5.0,VENTURE,B,6000,9.91,0,0.15,N,2,0.1498,34058,MID,LOW
22,35000,RENT,3.0,EDUCATION,A,4800,5.42,0,0.14,N,3,0.1371,30200,EARLY,LOW
25,35000,RENT,9.0,VENTURE,B,4800,11.14,0,0.14,N,2,0.1371,30200,MID,LOW
25,35000,RENT,1.0,MEDICAL,C,4800,10.28,0,0.14,N,2,0.1371,30200,NEW,MEDIUM
23,40104,OTHER,7.0,EDUCATION,C,10000,12.72,0,0.25,Y,2,0.2494,30104,MID,MEDIUM
24,40113,MORTGAGE,6.0,HOMEIMPROVEMENT,A,5000,7.14,0,0.12,N,2,0.1246,35113,MID,LOW
22,30000,RENT,4.0,PERSONAL,C,4800,10.99,1,0.16,N,3,0.16,25200,EARLY,LOW
23,36000,RENT,0.0,PERSONAL,B,4800,11.11,0,0.13,N,3,0.1333,31200,NEW,LOW
21,40200,MORTGAGE,5.0,MEDICAL,A,7200,7.88,0,0.18,N,2,0.1791,33000,MID,LOW
25,30000,RENT,0.0,HOMEIMPROVEMENT,E,4800,15.95,1,0.16,Y,2,0.16,25200,NEW,HIGH
26,40224,MORTGAGE,0.0,PERSONAL,A,7000,7.4,0,0.17,N,2,0.174,33224,NEW,MEDIUM
22,40269,MORTGAGE,6.0,DEBTCONSOLIDATION,C,6625,15.23,0,0.16,Y,3,0.1645,33644,MID,MEDIUM
26,40272,MORTGAGE,3.0,EDUCATION,B,10000,11.86,0,0.25,N,3,0.2483,30272,EARLY,LOW
23,40308,MORTGAGE,1.0,EDUCATION,A,5000,7.68,0,0.12,N,4,0.124,35308,NEW,LOW
25,38000,RENT,9.0,MEDICAL,B,4800,11.71,0,0.13,N,4,0.1263,33200,MID,LOW
22,32400,RENT,7.0,PERSONAL,C,4800,13.98,1,0.15,Y,2,0.1481,27600,MID,MEDIUM
22,38790,RENT,0.0,EDUCATION,C,4800,13.8,0,0.12,Y,3,0.1237,33990,NEW,MEDIUM
26,39996,RENT,5.0,EDUCATION,C,4800,12.99,0,0.12,N,4,0.12,35196,MID,LOW
22,40499,MORTGAGE,7.0,MEDICAL,B,11500,11.83,0,0.28,N,4,0.284,28999,MID,LOW
24,40800,RENT,5.0,MEDICAL,C,4800,13.85,0,0.12,Y,3,0.1176,36000,MID,MEDIUM
22,41300,RENT,6.0,EDUCATION,B,4800,11.89,0,0.12,N,3,0.1162,36500,MID,LOW
25,40500,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6500,9.63,0,0.16,N,4,0.1605,34000,MID,LOW
22,41504,RENT,6.0,EDUCATION,C,4800,12.99,0,0.12,N,4,0.1157,36704,MID,LOW
22,42000,RENT,4.0,DEBTCONSOLIDATION,C,4800,14.35,0,0.11,N,4,0.1143,37200,EARLY,LOW
25,42000,RENT,2.0,DEBTCONSOLIDATION,C,4800,13.22,0,0.11,N,4,0.1143,37200,EARLY,LOW
22,42996,RENT,3.0,PERSONAL,C,4800,11.03,0,0.11,N,4,0.1116,38196,EARLY,LOW
22,40542,MORTGAGE,6.0,VENTURE,A,6250,10.99,0,0.15,N,2,0.1542,34292,MID,LOW
26,44600,RENT,0.0,EDUCATION,C,4800,14.65,0,0.11,N,2,0.1076,39800,NEW,MEDIUM
25,45000,RENT,9.0,EDUCATION,A,4800,7.51,0,0.11,N,3,0.1067,40200,MID,LOW
26,45000,RENT,1.0,MEDICAL,A,4800,5.42,0,0.11,N,2,0.1067,40200,NEW,MEDIUM
23,39000,RENT,0.0,PERSONAL,E,4800,17.99,1,0.12,N,4,0.1231,34200,NEW,MEDIUM
26,40610,MORTGAGE,7.0,HOMEIMPROVEMENT,A,3500,7.14,0,0.09,N,4,0.0862,37110,MID,LOW
26,40720,MORTGAGE,4.0,PERSONAL,C,10000,13.48,0,0.25,Y,3,0.2456,30720,EARLY,MEDIUM
26,45000,RENT,2.0,PERSONAL,C,4800,13.06,0,0.11,Y,4,0.1067,40200,EARLY,MEDIUM
22,40800,MORTGAGE,7.0,EDUCATION,C,17050,10.99,0,0.42,Y,2,0.4179,23750,MID,HIGH
21,45000,RENT,3.0,VENTURE,A,4800,7.51,0,0.11,N,4,0.1067,40200,EARLY,LOW
23,45000,RENT,4.0,PERSONAL,C,4800,13.98,0,0.11,Y,2,0.1067,40200,EARLY,MEDIUM
23,45000,RENT,2.0,EDUCATION,C,4800,13.22,0,0.11,Y,4,0.1067,40200,EARLY,MEDIUM
25,45000,RENT,2.0,PERSONAL,B,4800,9.45,0,0.11,N,4,0.1067,40200,EARLY,LOW
26,45243,RENT,3.0,VENTURE,B,4800,9.25,0,0.11,N,2,0.1061,40443,EARLY,LOW
24,45840,RENT,2.0,DEBTCONSOLIDATION,A,4800,7.49,0,0.1,N,2,0.1047,41040,EARLY,LOW
24,46000,RENT,0.0,PERSONAL,A,4800,8.9,0,0.1,N,2,0.1043,41200,NEW,MEDIUM
24,40800,MORTGAGE,0.0,MEDICAL,B,8000,11.99,0,0.2,N,4,0.1961,32800,NEW,LOW
22,40800,MORTGAGE,6.0,PERSONAL,A,7975,5.79,0,0.2,N,3,0.1955,32825,MID,LOW
25,40800,MORTGAGE,9.0,MEDICAL,B,9700,9.63,0,0.24,N,4,0.2377,31100,MID,LOW
21,47664,RENT,5.0,DEBTCONSOLIDATION,A,4800,7.9,0,0.1,N,2,0.1007,42864,MID,LOW
23,40800,MORTGAGE,4.0,MEDICAL,B,10400,10.0,0,0.25,N,2,0.2549,30400,EARLY,LOW
23,48000,RENT,6.0,VENTURE,A,4800,7.9,0,0.1,N,3,0.1,43200,MID,LOW
24,40800,MORTGAGE,8.0,EDUCATION,A,1200,10.99,0,0.03,N,3,0.0294,39600,MID,LOW
26,42000,RENT,2.0,VENTURE,C,4800,14.27,1,0.11,N,2,0.1143,37200,EARLY,LOW
23,40800,OWN,4.0,MEDICAL,A,21000,6.17,0,0.51,N,3,0.5147,19800,EARLY,MEDIUM
24,42000,RENT,2.0,EDUCATION,C,4800,15.23,1,0.11,Y,2,0.1143,37200,EARLY,HIGH
22,40800,OWN,6.0,VENTURE,C,10000,12.61,0,0.25,Y,2,0.2451,30800,MID,MEDIUM
23,48000,RENT,3.0,MEDICAL,A,4800,5.42,0,0.1,N,3,0.1,43200,EARLY,LOW
25,40800,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8000,5.79,0,0.2,N,2,0.1961,32800,EARLY,LOW
22,48000,RENT,0.0,DEBTCONSOLIDATION,C,4800,12.98,0,0.1,Y,2,0.1,43200,NEW,HIGH
24,40800,OWN,0.0,VENTURE,C,14400,14.35,0,0.35,N,2,0.3529,26400,NEW,HIGH
25,48000,RENT,9.0,MEDICAL,B,4800,10.99,0,0.1,N,3,0.1,43200,MID,LOW
26,40800,MORTGAGE,3.0,PERSONAL,A,7500,7.88,0,0.18,N,2,0.1838,33300,EARLY,LOW
24,48000,RENT,0.0,PERSONAL,B,4800,9.88,0,0.1,N,3,0.1,43200,NEW,LOW
23,48600,RENT,2.0,DEBTCONSOLIDATION,B,4800,10.36,0,0.1,N,3,0.0988,43800,EARLY,LOW
23,48756,RENT,5.0,MEDICAL,B,4800,11.36,0,0.1,N,4,0.0984,43956,MID,LOW
23,40800,MORTGAGE,3.0,MEDICAL,A,10000,7.14,0,0.25,N,2,0.2451,30800,EARLY,LOW
23,40800,MORTGAGE,1.0,EDUCATION,B,16000,10.99,0,0.39,N,4,0.3922,24800,NEW,MEDIUM
25,50000,RENT,8.0,EDUCATION,C,4800,15.96,0,0.1,N,2,0.096,45200,MID,MEDIUM
24,40800,MORTGAGE,1.0,EDUCATION,D,6000,12.92,0,0.15,N,3,0.1471,34800,NEW,LOW
25,50000,RENT,5.0,VENTURE,B,4800,10.99,0,0.1,N,4,0.096,45200,MID,LOW
22,40872,MORTGAGE,6.0,EDUCATION,B,13750,10.83,0,0.34,N,4,0.3364,27122,MID,LOW
23,40900,OWN,5.0,MEDICAL,B,12200,11.36,0,0.3,N,4,0.2983,28700,MID,LOW
22,34900,MORTGAGE,4.0,DEBTCONSOLIDATION,D,3600,15.7,1,0.1,N,4,0.1032,31300,EARLY,LOW
23,34900,MORTGAGE,2.0,MEDICAL,F,4000,10.99,1,0.11,Y,4,0.1146,30900,EARLY,MEDIUM
23,50000,RENT,7.0,EDUCATION,B,4800,10.37,0,0.1,N,3,0.096,45200,MID,LOW
22,50000,RENT,7.0,MEDICAL,C,4800,12.68,0,0.1,N,3,0.096,45200,MID,LOW
26,50000,RENT,0.0,VENTURE,B,4800,10.99,0,0.1,N,3,0.096,45200,NEW,LOW
24,50000,RENT,2.0,VENTURE,C,4800,13.22,0,0.1,N,4,0.096,45200,EARLY,LOW
26,52000,RENT,2.0,EDUCATION,B,4800,9.99,0,0.09,N,2,0.0923,47200,EARLY,LOW
23,52000,RENT,3.0,EDUCATION,B,4800,9.88,0,0.09,N,2,0.0923,47200,EARLY,LOW
24,55000,RENT,8.0,PERSONAL,A,4800,6.92,0,0.09,N,3,0.0873,50200,MID,LOW
21,55000,RENT,3.0,EDUCATION,B,4800,11.12,0,0.09,N,4,0.0873,50200,EARLY,LOW
25,49000,RENT,3.0,MEDICAL,D,4800,14.96,1,0.1,Y,2,0.098,44200,EARLY,MEDIUM
23,41000,MORTGAGE,7.0,EDUCATION,A,6000,6.03,0,0.15,N,4,0.1463,35000,MID,LOW
25,55200,RENT,2.0,MEDICAL,A,4800,7.9,0,0.09,N,3,0.087,50400,EARLY,LOW
22,41000,MORTGAGE,6.0,EDUCATION,A,12000,6.03,0,0.29,N,2,0.2927,29000,MID,LOW
23,56928,RENT,3.0,PERSONAL,B,4800,10.38,0,0.08,N,3,0.0843,52128,EARLY,LOW
21,41000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7000,6.03,0,0.17,N,3,0.1707,34000,EARLY,LOW
26,52000,RENT,6.0,MEDICAL,E,4800,17.99,1,0.09,N,4,0.0923,47200,MID,MEDIUM
26,41000,MORTGAGE,5.0,PERSONAL,A,8000,6.03,0,0.2,N,3,0.1951,33000,MID,LOW
26,53000,RENT,2.0,PERSONAL,D,4800,15.62,1,0.09,Y,3,0.0906,48200,EARLY,MEDIUM
26,60000,RENT,1.0,HOMEIMPROVEMENT,A,4800,7.9,0,0.08,N,3,0.08,55200,NEW,LOW
24,60000,RENT,4.0,HOMEIMPROVEMENT,A,4800,6.54,0,0.08,N,4,0.08,55200,EARLY,LOW
22,41000,MORTGAGE,0.0,VENTURE,B,6400,9.99,0,0.16,N,4,0.1561,34600,NEW,LOW
24,62000,RENT,4.0,PERSONAL,A,4800,7.14,0,0.08,N,3,0.0774,57200,EARLY,LOW
26,41000,OWN,7.0,HOMEIMPROVEMENT,D,9000,10.99,0,0.22,N,4,0.2195,32000,MID,LOW
22,41000,OWN,0.0,PERSONAL,A,1000,6.99,0,0.02,N,2,0.0244,40000,NEW,MEDIUM
26,65000,RENT,0.0,HOMEIMPROVEMENT,C,4800,13.72,0,0.07,N,2,0.0738,60200,NEW,MEDIUM
24,65000,RENT,0.0,PERSONAL,A,4800,7.88,0,0.07,N,4,0.0738,60200,NEW,LOW
24,41000,MORTGAGE,3.0,VENTURE,A,2500,7.29,0,0.06,N,2,0.061,38500,EARLY,LOW
25,65004,RENT,1.0,HOMEIMPROVEMENT,C,4800,13.49,0,0.07,N,3,0.0738,60204,NEW,LOW
21,41000,MORTGAGE,4.0,PERSONAL,A,3000,5.79,0,0.07,N,4,0.0732,38000,EARLY,LOW
21,41000,MORTGAGE,2.0,PERSONAL,A,8200,6.91,0,0.2,N,3,0.2,32800,EARLY,LOW
23,35000,MORTGAGE,7.0,EDUCATION,C,5000,12.98,1,0.14,Y,3,0.1429,30000,MID,MEDIUM
22,41000,MORTGAGE,0.0,EDUCATION,B,6000,11.86,0,0.15,N,2,0.1463,35000,NEW,MEDIUM
23,69000,RENT,7.0,MEDICAL,B,4800,10.75,0,0.07,N,2,0.0696,64200,MID,LOW
23,70000,RENT,2.0,PERSONAL,C,4800,10.99,0,0.07,N,2,0.0686,65200,EARLY,LOW
26,72000,RENT,4.0,HOMEIMPROVEMENT,B,4800,11.86,0,0.07,N,3,0.0667,67200,EARLY,LOW
24,72096,RENT,2.0,HOMEIMPROVEMENT,A,4800,7.14,0,0.07,N,2,0.0666,67296,EARLY,LOW
22,67200,RENT,6.0,DEBTCONSOLIDATION,E,4800,16.7,1,0.07,Y,2,0.0714,62400,MID,HIGH
24,69000,RENT,2.0,DEBTCONSOLIDATION,D,4800,15.21,1,0.07,N,4,0.0696,64200,EARLY,LOW
22,75000,RENT,0.0,DEBTCONSOLIDATION,B,4800,12.21,0,0.06,N,2,0.064,70200,NEW,MEDIUM
24,41000,OWN,9.0,HOMEIMPROVEMENT,D,10000,15.33,0,0.24,N,4,0.2439,31000,MID,LOW
24,41000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,9000,9.88,0,0.22,N,2,0.2195,32000,EARLY,LOW
23,41000,MORTGAGE,7.0,VENTURE,D,10000,14.96,0,0.24,Y,2,0.2439,31000,MID,MEDIUM
22,41000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,7750,9.88,0,0.19,N,3,0.189,33250,NEW,LOW
23,86000,RENT,0.0,VENTURE,B,4800,9.62,0,0.06,N,3,0.0558,81200,NEW,LOW
26,89000,RENT,4.0,EDUCATION,A,4800,5.99,0,0.05,N,2,0.0539,84200,EARLY,LOW
21,90000,RENT,3.0,EDUCATION,B,4800,9.62,0,0.05,N,3,0.0533,85200,EARLY,LOW
23,92000,RENT,5.0,MEDICAL,B,4800,10.0,0,0.05,N,3,0.0522,87200,MID,LOW
22,41000,OWN,6.0,MEDICAL,D,2500,14.96,0,0.06,Y,4,0.061,38500,MID,MEDIUM
26,95000,RENT,4.0,DEBTCONSOLIDATION,A,4800,10.99,0,0.05,N,4,0.0505,90200,EARLY,LOW
22,41000,MORTGAGE,4.0,VENTURE,A,6000,8.59,0,0.15,N,4,0.1463,35000,EARLY,LOW
24,103641,RENT,8.0,VENTURE,B,4800,10.74,0,0.05,N,2,0.0463,98841,MID,LOW
24,105000,RENT,5.0,HOMEIMPROVEMENT,C,4800,10.99,0,0.05,Y,2,0.0457,100200,MID,MEDIUM
22,41000,MORTGAGE,2.0,EDUCATION,B,3000,12.18,0,0.07,N,4,0.0732,38000,EARLY,LOW
21,41000,OWN,5.0,PERSONAL,A,5000,7.74,0,0.12,N,3,0.122,36000,MID,LOW
22,115000,RENT,4.0,MEDICAL,A,4800,7.88,0,0.04,N,2,0.0417,110200,EARLY,LOW
25,120000,RENT,9.0,PERSONAL,C,4800,14.22,0,0.04,N,3,0.04,115200,MID,LOW
23,41000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6000,9.32,0,0.15,N,3,0.1463,35000,MID,LOW
24,125000,RENT,6.0,PERSONAL,A,4800,6.76,0,0.04,N,3,0.0384,120200,MID,LOW
23,41000,MORTGAGE,0.0,VENTURE,B,4500,10.95,0,0.11,N,4,0.1098,36500,NEW,LOW
22,23000,RENT,6.0,VENTURE,C,4850,14.27,0,0.21,Y,4,0.2109,18150,MID,MEDIUM
24,40000,RENT,0.0,EDUCATION,A,4850,6.62,0,0.12,N,2,0.1212,35150,NEW,MEDIUM
24,54000,RENT,0.0,HOMEIMPROVEMENT,A,4850,8.49,0,0.09,N,2,0.0898,49150,NEW,MEDIUM
23,41000,MORTGAGE,4.0,MEDICAL,B,7500,10.71,0,0.18,N,2,0.1829,33500,EARLY,LOW
23,41000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,5500,10.71,0,0.13,N,4,0.1341,35500,MID,LOW
25,21600,RENT,0.0,EDUCATION,C,4900,13.72,0,0.23,Y,2,0.2269,16700,NEW,HIGH
21,41004,MORTGAGE,5.0,VENTURE,B,24250,10.75,0,0.59,N,2,0.5914,16754,MID,MEDIUM
25,41004,OWN,9.0,VENTURE,A,4000,6.76,0,0.1,N,3,0.0976,37004,MID,LOW
25,41004,OWN,1.0,PERSONAL,B,12000,10.99,0,0.29,N,2,0.2927,29004,NEW,MEDIUM
23,95000,RENT,4.0,PERSONAL,B,10000,10.99,0,0.11,N,4,0.1053,85000,EARLY,LOW
26,41004,MORTGAGE,5.0,VENTURE,B,16000,10.95,0,0.39,N,3,0.3902,25004,MID,MEDIUM
23,41004,MORTGAGE,8.0,VENTURE,A,10000,9.32,0,0.24,N,4,0.2439,31004,MID,LOW
25,83000,RENT,0.0,EDUCATION,C,10000,13.22,1,0.12,N,3,0.1205,73000,NEW,LOW
23,96000,RENT,7.0,PERSONAL,B,10000,10.65,0,0.1,N,3,0.1042,86000,MID,LOW
26,96000,RENT,11.0,HOMEIMPROVEMENT,E,10000,19.69,0,0.1,Y,3,0.1042,86000,LONG,HIGH
21,41033,MORTGAGE,2.0,DEBTCONSOLIDATION,C,5700,12.99,0,0.14,N,4,0.1389,35333,EARLY,LOW
24,41100,OWN,4.0,PERSONAL,A,5600,6.03,0,0.14,N,3,0.1363,35500,EARLY,LOW
24,41100,OWN,2.0,VENTURE,B,9200,12.42,0,0.22,N,2,0.2238,31900,EARLY,LOW
23,97000,RENT,7.0,EDUCATION,C,10000,13.99,0,0.1,N,3,0.1031,87000,MID,LOW
24,97850,RENT,5.0,HOMEIMPROVEMENT,A,10000,7.51,0,0.1,N,4,0.1022,87850,MID,LOW
25,98000,RENT,9.0,DEBTCONSOLIDATION,B,10000,12.69,0,0.1,N,4,0.102,88000,MID,LOW
23,41196,MORTGAGE,7.0,EDUCATION,B,16000,11.83,0,0.39,N,2,0.3884,25196,MID,MEDIUM
26,99000,RENT,5.0,PERSONAL,A,10000,7.29,0,0.1,N,2,0.101,89000,MID,LOW
25,99275,RENT,1.0,PERSONAL,C,10000,14.65,0,0.1,Y,3,0.1007,89275,NEW,MEDIUM
21,41200,OWN,3.0,PERSONAL,B,8000,11.48,0,0.19,N,3,0.1942,33200,EARLY,LOW
24,87996,RENT,8.0,DEBTCONSOLIDATION,D,10000,14.84,1,0.11,Y,2,0.1136,77996,MID,MEDIUM
22,99996,RENT,1.0,EDUCATION,A,10000,9.32,0,0.1,N,4,0.1,89996,NEW,LOW
22,100000,RENT,3.0,EDUCATION,B,10000,10.65,0,0.1,N,3,0.1,90000,EARLY,LOW
24,100000,RENT,5.0,PERSONAL,A,10000,7.51,0,0.1,N,3,0.1,90000,MID,LOW
25,100000,RENT,3.0,VENTURE,A,10000,6.62,0,0.1,N,4,0.1,90000,EARLY,LOW
25,88000,RENT,9.0,EDUCATION,E,10000,17.88,1,0.11,Y,4,0.1136,78000,MID,HIGH
